freq_hz,mag_db,phase_deg
2000.01522945,-1.87266885154,162.560095602
2004.6252762,0.645038167931,168.179244065
2009.23532294,-0.22905625442,156.24919979
2013.89193582,0.515535907295,162.512998478
2018.50198256,0.443790648363,160.554635266
2023.20516157,-0.23692384281,164.579613841
2027.86177444,0.53051571281,155.662005616
2032.51838731,1.26768550953,158.109887104
2037.22156632,-1.27604570069,164.441567367
2041.92474532,-0.0877407188994,155.800742115
2046.62792432,1.00391506948,161.843066009
2051.37766945,1.93737963874,159.283440006
2056.08084846,1.67739517661,160.557904866
2060.83059359,0.294435313319,165.548557896
2065.58033872,1.26120018743,161.185550311
2070.37664998,1.50599627839,155.915859246
2075.12639511,-0.00711637637223,157.287771877
2079.92270637,1.29739347772,159.277024287
2084.71901763,0.383376835888,154.290756347
2089.51532889,0.312990829227,159.904802947
2094.35820628,0.190601587749,154.52913657
2099.20108367,1.94794847634,157.65620657
2104.04396106,-0.367107503591,152.234580831
2108.88683845,0.609541292626,159.257408506
2113.72971584,-0.0800663448055,160.868539395
2118.61915936,0.520372287356,170.275523308
2123.50860288,1.96904625544,162.40824654
2128.39804639,-0.195191501516,154.610521662
2133.33405604,-0.836524453774,151.42590303
2138.27006569,1.12873999712,148.205222579
2143.20607533,1.28649513027,152.783443769
2148.14208498,-2.89229771048,163.389499435
2153.07809463,-1.72742276875,155.947748016
2158.0606704,1.25805915099,171.857651662
2163.04324618,1.6944594605,176.495927334
2168.02582195,0.822876100979,176.802838687
2173.00839773,-0.0776872907474,163.504036347
2178.03753963,-0.789462393766,151.761241496
2183.06668154,-2.96240058222,167.429255283
2188.09582344,0.328548533715,149.097097079
2193.17153147,0.0476821167341,160.891287803
2198.20067338,2.45983567131,163.80602858
2203.27638141,1.25325795171,154.725560925
2208.39865557,0.483737294361,160.696838838
2213.4743636,2.01514015605,163.039847978
2218.59663777,-0.487078307267,145.084359039
2223.71891193,2.09024833877,161.184566581
2228.84118609,-0.617066031003,169.475658268
2233.96346025,-1.3128804446,143.227144368
2239.13230054,0.877481692933,145.849242094
2244.30114083,-3.80262823935,153.643233775
2249.46998112,-0.220797928726,156.027362029
2254.68538754,-1.02497244555,165.986121976
2259.85422783,1.99258316423,150.438915678
2265.06963425,1.93923864462,157.142353234
2270.3316068,-1.67211564953,163.302172397
2275.54701322,0.0925250417906,160.159767099
2280.80898576,1.27017926686,158.834063497
2286.07095831,0.799883756474,159.431150192
2291.33293086,1.3543034621,161.00924416
2296.64146954,0.272724021436,160.583071264
2301.90344208,1.41974122456,155.484379062
2307.25854689,0.299004790957,161.898447423
2312.56708557,0.950414682681,149.16415831
2317.87562424,2.17945441813,158.112698947
2323.23072905,0.289011692589,163.247522091
2328.58583385,-0.844178607224,168.12946247
2333.98750479,1.75735978685,156.261761947
2339.34260959,0.945305436477,152.220216468
2344.74428053,1.9368101388,159.28255117
2350.19251759,0.135719382919,162.951424863
2355.59418852,-1.39925367472,150.226697082
2361.04242559,0.303226864225,154.950883354
2366.49066265,-0.570807851088,156.020350553
2371.93889971,-1.44726135627,151.276907993
2377.4337029,-1.12421808365,149.954134646
2382.88193997,-1.49821248116,160.341524372
2388.42330929,-0.432445573722,150.902194359
2393.91811248,-0.187003797255,154.142673622
2399.41291567,-0.523663287807,149.340821479
2404.95428499,0.539920467642,152.864994504
2410.54222044,0.386613994557,152.231417099
2416.08358976,-0.0512016257118,150.91567491
2421.67152521,0.0655367963142,158.138135375
2427.25946066,0.345699563207,151.024968088
2432.84739611,0.396834281959,156.026109897
2438.48189768,1.98325860358,166.090404455
2444.06983313,-0.904589411667,165.279573023
2449.75090084,1.0822018189,152.588416385
2455.38540242,3.97334653968,157.284902671
2461.06647012,4.4185733784,154.021137442
2466.74753783,2.55770964513,153.792341281
2472.42860554,0.516000923947,148.878442985
2478.10967324,0.173135228274,156.12105606
2483.83730708,-1.32851811276,156.248352514
2489.56494091,0.313344376704,144.476274428
2495.33914088,0.167900672171,145.782334681
2501.06677471,0.182674166703,149.804975849
2506.84097468,1.6282640128,143.719002435
2512.61517464,0.0919342589838,158.679284557
2518.43594073,1.3440960091,138.093304578
2524.25670683,1.2218632478,134.486769436
2530.07747292,3.0549449414,143.454332988
2535.89823901,3.87862951959,139.420555829
2541.76557123,5.03422938368,114.869041831
2547.63290345,2.87773766722,95.6060624954
2553.50023568,3.74840994983,95.8578164671
