freq_hz,mag_db,phase_deg
2000.01522945,-2.28625259366,162.560095602
2004.6252762,0.231454425805,168.179244065
2009.23532294,-0.642639996545,156.24919979
2013.89193582,0.10195216517,162.512998478
2018.50198256,0.0302069062375,160.554635266
2023.20516157,-0.650507584935,164.579613841
2027.86177444,0.116931970684,155.662005616
2032.51838731,0.854101767403,158.109887104
2037.22156632,-1.68962944281,164.441567367
2041.92474532,-0.501324461025,155.800742115
2046.62792432,0.590331327353,161.843066009
2051.37766945,1.52379589661,159.283440006
2056.08084846,1.26381143448,160.557904866
2060.83059359,-0.119148428807,165.548557896
2065.58033872,0.847616445305,161.185550311
2070.37664998,1.09241253626,155.915859246
2075.12639511,-0.420700118498,157.287771877
2079.92270637,0.883809735592,159.277024287
2084.71901763,-0.0302069062375,154.290756347
2089.51532889,-0.100592912898,159.904802947
2094.35820628,-0.222982154376,154.52913657
2099.20108367,1.53436473421,157.65620657
2104.04396106,-0.780691245717,152.234580831
2108.88683845,0.195957550501,159.257408506
2113.72971584,-0.493650086931,160.868539395
2118.61915936,0.106788545231,170.275523308
2123.50860288,1.55546251331,162.40824654
2128.39804639,-0.608775243642,154.610521662
2133.33405604,-1.2501081959,151.42590303
2138.27006569,0.715156254992,148.205222579
2143.20607533,0.872911388141,152.783443769
2148.14208498,-3.30588145261,163.389499435
2153.07809463,-2.14100651088,155.947748016
2158.0606704,0.844475408861,171.857651662
2163.04324618,1.28087571838,176.495927334
2168.02582195,0.409292358853,176.802838687
2173.00839773,-0.491271032873,163.504036347
2178.03753963,-1.20304613589,151.761241496
2183.06668154,-3.37598432435,167.429255283
2188.09582344,-0.0850352084106,149.097097079
2193.17153147,-0.365901625391,160.891287803
2198.20067338,2.04625192919,163.80602858
2203.27638141,0.839674209587,154.725560925
2208.39865557,0.0701535522349,160.696838838
2213.4743636,1.60155641393,163.039847978
2218.59663777,-0.900662049393,145.084359039
2223.71891193,1.67666459665,161.184566581
2228.84118609,-1.03064977313,169.475658268
2233.96346025,-1.72646418673,143.227144368
2239.13230054,0.463897950807,145.849242094
2244.30114083,-4.21621198147,153.643233775
2249.46998112,-0.634381670851,156.027362029
2254.68538754,-1.43855618768,165.986121976
2259.85422783,1.57899942211,150.438915678
2265.06963425,1.52565490249,157.142353234
2270.3316068,-2.08569939166,163.302172397
2275.54701322,-0.321058700335,160.159767099
2280.80898576,0.85659552473,158.834063497
2286.07095831,0.386300014348,159.431150192
2291.33293086,0.940719719976,161.00924416
2296.64146954,-0.140859720689,160.583071264
2301.90344208,1.00615748244,155.484379062
2307.25854689,-0.114578951169,161.898447423
2312.56708557,0.536830940555,149.16415831
2317.87562424,1.765870676,158.112698947
2323.23072905,-0.124572049536,163.247522091
2328.58583385,-1.25776234935,168.12946247
2333.98750479,1.34377604473,156.261761947
2339.34260959,0.531721694351,152.220216468
2344.74428053,1.52322639668,159.28255117
2350.19251759,-0.277864359207,162.951424863
2355.59418852,-1.81283741684,150.226697082
2361.04242559,-0.110356877901,154.950883354
2366.49066265,-0.984391593214,156.020350553
2371.93889971,-1.8608450984,151.276907993
2377.4337029,-1.53780182577,149.954134646
2382.88193997,-1.91179622329,160.341524372
2388.42330929,-0.846029315847,150.902194359
2393.91811248,-0.600587539381,154.142673622
2399.41291567,-0.937247029932,149.340821479
2404.95428499,0.126336725517,152.864994504
2410.54222044,-0.0269697475687,152.231417099
2416.08358976,-0.464785367837,150.91567491
2421.67152521,-0.348046945811,158.138135375
2427.25946066,-0.0678841789182,151.024968088
2432.84739611,-0.0167494601668,156.026109897
2438.48189768,1.56967486145,166.090404455
2444.06983313,-1.31817315379,165.279573023
2449.75090084,0.668618076777,152.588416385
2455.38540242,3.55976279755,157.284902671
2461.06647012,4.00498963628,154.021137442
2466.74753783,2.144125903,153.792341281
2472.42860554,0.102417181821,148.878442985
2478.10967324,-0.240448513852,156.12105606
2483.83730708,-1.74210185488,156.248352514
2489.56494091,-0.100239365421,144.476274428
2495.33914088,-0.245683069954,145.782334681
2501.06677471,-0.230909575423,149.804975849
2506.84097468,1.21468027067,143.719002435
2512.61517464,-0.321649483142,158.679284557
2518.43594073,0.930512266979,138.093304578
2524.25670683,0.808279505673,134.486769436
2530.07747292,2.64136119927,143.454332988
2535.89823901,3.46504577746,139.420555829
2541.76557123,4.62064564155,114.869041831
2547.63290345,2.46415392509,95.6060624954
2553.50023568,3.3348262077,95.8578164671
2559.41413403,1.5617979236,99.4502057593
2565.28146625,-6.10754408676,147.75930174
2571.24193073,-2.17577004878,41.3475385879
2577.15582908,4.00503700411,129.354629401
2583.11629355,-1.23802724641,142.862560305
2589.07675803,1.86769937589,-168.422407421
2595.03722251,4.5703838288,166.998107969
2601.04425312,-6.10050557655,162.05674749
2607.0047176,-3.36779364791,149.290520091
2613.05831434,2.61985733391,143.37887921
2619.06534494,-0.998976008392,170.918243693
2625.11894168,-1.36463652971,139.325509082
2631.17253842,-1.07645512214,148.24459509
2637.22613515,-0.275254171458,153.869231256
2643.32629802,2.55288644251,151.581818159
